nProcesso,agrupamento,anoLetivo,ano,escalao,dataNascimento,genero,nacionalidade,linguaMaterna,anoEscMae,distrito,class1P_ingles,class1P_ling_estrang,class1P_portugues,class1P_matematica,class1P_ed_fis,class1P_art_tecn,class1P_cienc_fis_nat,class1P_cienc_soc_huma,class1P_avg,class2P_ingles,class2P_ling_estrang,class2P_portugues,class2P_matematica,class2P_ed_fis,class2P_art_tecn,class2P_cienc_fis_nat,class2P_cienc_soc_huma,class2P_avg,class3P_ingles,class3P_ling_estrang,class3P_portugues,class3P_matematica,class3P_ed_fis,class3P_art_tecn,class3P_cienc_fis_nat,class3P_cienc_soc_huma,class3P_avg,negative_class_ratio_1P,negative_class_ratio_2P,negative_class_ratio_3P,negative_class_ratio_nuclear_1P,negative_class_ratio_not_nuclear_1P,negative_class_ratio_nuclear_2P,negative_class_ratio_not_nuclear_2P,negative_class_ratio_nuclear_3P,negative_class_ratio_not_nuclear_3P,nFaltas_J_total_ingles,nFaltas_J_total_ling_estrang,nFaltas_J_total_matematica,nFaltas_J_total_portugues,nFaltas_J_total_ed_fis,nFaltas_J_total_art_tecn,nFaltas_J_total_cienc_fis_nat,nFaltas_J_total_cienc_soc_huma,nFaltas_J_total,nFaltas_I_total_ingles,nFaltas_I_total_ling_estrang,nFaltas_I_total_matematica,nFaltas_I_total_portugues,nFaltas_I_total_ed_fis,nFaltas_I_total_art_tecn,nFaltas_I_total_cienc_fis_nat,nFaltas_I_total_cienc_soc_huma,nFaltas_I_total,nFaltas_total,per_miss_J_total_ingles,per_miss_J_total_ling_estrang,per_miss_J_total_matematica,per_miss_J_total_portugues,per_miss_J_total_ed_fis,per_miss_J_total_art_tecn,per_miss_J_total_cienc_fis_nat,per_miss_J_total_cienc_soc_huma,per_miss_J_total,per_miss_I_total_ingles,per_miss_I_total_ling_estrang,per_miss_I_total_matematica,per_miss_I_total_portugues,per_miss_I_total_ed_fis,per_miss_I_total_art_tecn,per_miss_I_total_cienc_fis_nat,per_miss_I_total_cienc_soc_huma,per_miss_I_total,per_miss_total,distrito_agrup,teip_agrup,baixa_densidade_agrup
64,A49,2017/2018,7,3,112001,Masculino,Portugal,Portugal,Licenciatura,Porto,3.0,5.0,2.0,3.0,5,4.0,3.0,4.0,4.8,2.0,4.0,4.0,4.0,5,5.0,4.5,4.5,4.6,4.0,4.0,4.0,3.0,4.0,4.0,3.5,4.0,3.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,4.0,5.0,0.0,0.0,7.0,2.0,21.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,23.0,0.015957446808510637,0.012096774193548387,0.019230769230769232,0.02403846153846154,0.0,0.0,0.02807486631016043,0.009615384615384616,0.10901370269683483,0.0,0.0,0.0,0.0,0.0,0.015957446808510637,0.0,0.0,0.015957446808510637,0.12497114950534546,Porto,0,0
65,A49,2017/2018,7,2,102019,Masculino,Portugal,Portugal,Licenciatura,Porto,2.0,3.0,3.0,4.0,4.0,2.0,4.0,3.5,3.25,3.0,3.0,2.0,2.0,4.0,2.0,3.0,4.0,4.0,3.0,5.0,4.0,1.0,2.0,3.5,2.0,2.0,3.05,0.0,0.1,0.09090909090909091,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,1.0,1.0,0.0,2.0,4.0,1.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,3.0,12.0,0.0,0.0,0.004807692307692308,0.004807692307692308,0.0,0.015957446808510637,0.016042780748663103,0.004807692307692308,0.046423304480250664,0.0,0.0,0.004807692307692308,0.0,0.0,0.0,0.004010695187165776,0.004807692307692308,0.013626079802550392,0.06004938428280106,Porto,0,0
66,A49,2017/2018,7,3,32031,Masculino,Portugal,Portugal,Licenciatura,Porto,3.0,5.0,4.0,3.0,5.0,4.0,4.5,5.0,2.65,3.0,3.0,4.0,2.0,4.0,5.0,3.0,3.5,3.65,3.0,5.0,2.0,3.0,5.0,3.5,5.0,4.0,3.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,2.0,0.0,0.0,1.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.012096774193548387,0.02403846153846154,0.009615384615384616,0.0,0.0,0.004010695187165776,0.0,0.04976131553456033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04976131553456033,Porto,0,0
67,A49,2017/2018,7,3,102020,Masculino,Portugal,Portugal,Formação Desconhecida,Porto,4.0,3.0,1.0,4.0,4.0,5.0,4.0,3.0,3.4,1.0,5.0,4.0,4.0,4.0,3.0,4.0,5.0,4.3,1.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.3,0.1,0.1,0.09090909090909091,0.5,0.0,0.0,0.125,0.0,0.1111111111111111,0.0,1.0,5.0,1.0,2.0,2.0,4.0,2.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.012096774193548387,0.02403846153846154,0.004807692307692308,0.015957446808510637,0.015957446808510637,0.016042780748663103,0.009615384615384616,0.09851598702077123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09851598702077123,Porto,0,0
68,A49,2017/2018,7,1,62027,Feminino,Portugal,Portugal,Básico (3º ciclo),Porto,3.0,1.0,3.0,1.0,2.0,2.0,,,1.25,1.0,3.0,2.0,1.0,4.0,2.0,,,1.5,2.0,4.0,1.0,1.0,4.0,2.0,3.0,2.5,2.45,0.6666666666666666,0.5,0.5454545454545454,1.0,0.5,1.0,0.25,1.0,0.4444444444444444,3.0,3.0,2.0,1.0,5.0,0.0,5.0,3.0,22.0,7.0,4.0,26.0,14.0,3.0,4.0,19.0,12.0,89.0,111.0,0.023936170212765957,0.036290322580645164,0.009615384615384616,0.004807692307692308,0.0398936170212766,0.0,0.020053475935828877,0.014423076923076924,0.14901973959667045,0.05585106382978723,0.04838709677419355,0.125,0.0673076923076923,0.023936170212765957,0.031914893617021274,0.07620320855614973,0.057692307692307696,0.48629243298991776,0.6353121725865882,Porto,0,0
69,A49,2017/2018,7,3,122010,Feminino,Portugal,Portugal,Secundário,Porto,3.0,3.0,2.0,5.0,2.0,4.333333333333334,3.5,3.0,3.6833333333333336,4.0,5.0,5.0,4.0,2.0,3.3333333333333335,2.5,5.0,2.6833333333333336,5.0,5.0,4.0,3.0,2.0,4.333333333333334,3.5,5.0,3.7833333333333337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,3.0,0.0,0.0,1.0,7.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,11.0,0.0,0.012096774193548387,0.009615384615384616,0.0,0.023936170212765957,0.0,0.0,0.004807692307692308,0.05045602132939127,0.007978723404255319,0.012096774193548387,0.0,0.0,0.0,0.0,0.008021390374331552,0.0,0.02809688797213526,0.07855290930152653,Porto,0,0
70,A49,2017/2018,7,3,71987,Masculino,Portugal,Portugal,Licenciatura,Porto,5.0,5.0,5.0,5.0,3.0,4.0,5.0,5.0,3.0999999999999996,5.0,5,5.0,5.0,2.0,3.0,4.5,5.0,4.15,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,12.0,7.0,0.0,4.0,13.0,5.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.023936170212765957,0.012096774193548387,0.057692307692307696,0.03365384615384615,0.0,0.031914893617021274,0.05213903743315508,0.02403846153846154,0.23547149084110608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23547149084110608,Porto,0,0
71,A49,2017/2018,7,1,81987,Feminino,Portugal,Portugal,Básico (3º ciclo),Porto,2.0,2.0,1.0,2.0,3.0,3.0,,,2.5,3.0,4.0,2.0,2.0,4.0,3.0,,,1.5,2.0,4.0,1.0,3.0,3.0,2.0,4.0,2.0,2.6,0.5,0.5,0.2727272727272727,1.0,0.25,1.0,0.25,1.0,0.1111111111111111,4.0,7.0,5.0,4.0,12.0,2.0,12.0,7.0,53.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,55.0,0.031914893617021274,0.0846774193548387,0.02403846153846154,0.019230769230769232,0.09574468085106383,0.015957446808510637,0.0481283422459893,0.03365384615384615,0.35334585980050065,0.0,0.0,0.0,0.0,0.0,0.007978723404255319,0.004010695187165776,0.0,0.011989418591421094,0.36533527839192176,Porto,0,0
72,A49,2017/2018,7,3,62014,Feminino,Portugal,Portugal,Secundário,Porto,5.0,5.0,5.0,3.0,4.0,4.0,4.0,5.0,5,5.0,5.0,3.0,4.0,4.0,4.0,3.5,5,5,5,5,4.0,4.0,3.0,4.0,3.5,4.0,4.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,8.0,8.0,6.0,2.0,11.0,7.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.015957446808510637,0.06048387096774194,0.038461538461538464,0.038461538461538464,0.047872340425531915,0.015957446808510637,0.04411764705882353,0.03365384615384615,0.2949656751460418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2949656751460418,Porto,0,0
73,A49,2017/2018,7,3,82031,Feminino,Portugal,Portugal,Básico (1º ciclo),Porto,3.0,4.0,3.0,2.0,4.0,3.0,5.0,5.0,3.1,2.0,3.0,3.0,2.0,2.0,4.0,2.0,4.0,4.2,2.0,4.0,2.0,2.0,4.0,3.0,3.0,5.0,3.2,0.2,0.1,0.09090909090909091,0.5,0.125,0.0,0.125,0.0,0.1111111111111111,0.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.004807692307692308,0.0,0.015957446808510637,0.0,0.012032085561497326,0.0,0.03279722467770027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03279722467770027,Porto,0,0
74,A49,2017/2018,7,1,82023,Feminino,Portugal,Portugal,Licenciatura,Porto,3.0,4.0,,4.0,3.0,5.0,4.5,4.5,2.4444444444444446,2.0,5,,2.0,3.0,5.0,4.5,3.0,2.8333333333333335,4.0,5,,4.0,4.0,5,5.0,4.0,3.9444444444444446,0.1111111111111111,0.0,0.0,,0.125,,0.0,,0.0,1.0,2.0,4.0,3.0,1.0,1.0,2.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.007978723404255319,0.024193548387096774,0.019230769230769232,0.014423076923076924,0.007978723404255319,0.007978723404255319,0.008021390374331552,0.004807692307692308,0.09461264743573275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09461264743573275,Porto,0,0
75,A49,2017/2018,7,3,82030,Feminino,Portugal,Portugal,Básico (2º ciclo),Porto,3.0,5.0,2.0,2.0,4.0,4.0,2.0,4.0,4.3,3.0,5.0,3.0,1.0,4.0,4.0,2.0,4.0,2.2,4.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,3.3,0.0,0.1,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,2.0,1.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,0.007978723404255319,0.012096774193548387,0.009615384615384616,0.009615384615384616,0.0,0.0,0.008021390374331552,0.004807692307692308,0.0521353495105968,0.0,0.012096774193548387,0.0,0.0,0.0,0.0,0.0,0.0,0.012096774193548387,0.06423212370414519,Porto,0,0
76,A49,2017/2018,7,2,32016,Masculino,Portugal,Portugal,Secundário,Porto,4.0,4.0,4.0,4.0,4.0,2.0,3.0,5.0,2.7,4.0,5,4.0,5.0,4.0,3.0,5.0,3.5,2.85,3.0,5.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,4.0,0.0,0.0,6.0,3.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.007978723404255319,0.0,0.02403846153846154,0.019230769230769232,0.0,0.0,0.02406417112299465,0.014423076923076924,0.08973520221955766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08973520221955766,Porto,0,0
77,A49,2017/2018,7,2,82007,Masculino,Portugal,Portugal,Secundário,Porto,3.0,5.0,3.0,3.0,4.0,5.0,4.5,4.0,4.25,2.0,4.0,2.0,3.0,5.0,3.0,5.0,4.0,4.5,4.0,3.0,3.0,3.0,3.0,5.0,3.0,4.0,3.6,0.1,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,2.0,1.0,11.0,4.0,0.0,0.0,8.0,4.0,30.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,31.0,0.015957446808510637,0.012096774193548387,0.052884615384615384,0.019230769230769232,0.0,0.0,0.03208556149732621,0.019230769230769232,0.15148593634553909,0.0,0.012096774193548387,0.0,0.0,0.0,0.0,0.0,0.0,0.012096774193548387,0.16358271053908746,Porto,0,0
78,A49,2017/2018,7,3,41999,Feminino,Portugal,Portugal,Licenciatura,Porto,5,4.0,4.0,5.0,4.0,5,3.5,4.0,4.65,5.0,5,3.0,5.0,5.0,4.0,3.5,5.0,4.65,5,5.0,5.0,4.0,5,5.0,5,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,7.0,1.0,1.0,0.0,3.0,3.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.007978723404255319,0.036290322580645164,0.03365384615384615,0.004807692307692308,0.007978723404255319,0.0,0.012032085561497326,0.014423076923076924,0.1171644703352685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1171644703352685,Porto,0,0
79,A49,2017/2018,7,3,82005,Masculino,Portugal,Portugal,Secundário,Porto,4.0,3.0,,3.0,2.0,4.0,4.0,2.5,4.388888888888889,5.0,3.0,,4.0,4.0,3.0,3.5,3.5,2.3333333333333335,4.0,4.0,,2.0,4.0,2.5,4.0,4.0,3.611111111111111,0.0,0.1111111111111111,0.0,,0.0,,0.125,,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,4.0,9.0,0.007978723404255319,0.012096774193548387,0.009615384615384616,0.0,0.0,0.0,0.0,0.004807692307692308,0.034498574520880634,0.0,0.0,0.004807692307692308,0.009615384615384616,0.0,0.0,0.004010695187165776,0.0,0.018433772110242698,0.05293234663112333,Porto,0,0
80,A49,2017/2018,7,3,92013,Masculino,Portugal,Portugal,Licenciatura,Porto,3.0,2.0,2.0,3.0,3.0,5.0,2.5,5.0,4.15,4.0,2.0,2.0,4.0,3.0,3.0,4.5,3.0,3.25,2.0,3.0,3.0,3.0,5.0,3.0,2.5,5.0,3.35,0.2,0.0,0.0,0.5,0.125,0.0,0.0,0.0,0.0,1.0,2.0,5.0,2.0,0.0,0.0,1.0,2.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.007978723404255319,0.024193548387096774,0.02403846153846154,0.009615384615384616,0.0,0.0,0.004010695187165776,0.009615384615384616,0.07945219774774863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07945219774774863,Porto,0,0
81,A49,2017/2018,7,2,42028,Masculino,Portugal,Portugal,Mestrado,Porto,2.0,3.0,4.0,2.0,5,2.0,4.5,3.5,2.1,3.0,3.0,2.0,3.0,3.0,2.0,2.5,2.0,2.15,4.0,2.0,3.0,4.0,5.0,3.0,2.5,2.0,3.25,0.1,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,7.0,0.0,0.012096774193548387,0.009615384615384616,0.004807692307692308,0.0,0.0,0.008021390374331552,0.0,0.03454124149095686,0.0,0.0,0.0,0.0,0.0,0.007978723404255319,0.0,0.0,0.007978723404255319,0.042519964895212176,Porto,0,0
82,A49,2017/2018,7,3,22017,Masculino,Portugal,Portugal,Básico (3º ciclo),Porto,5.0,3.0,2.0,3.0,4.0,5.0,5.0,5.0,3.8,4.0,3.0,2.0,3.0,5.0,5.0,5.0,3.0,3.9,4.0,4.0,4.0,5.0,4.0,4.5,3.0,3.0,3.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.019230769230769232,0.009615384615384616,0.0,0.0,0.0,0.0,0.028846153846153848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028846153846153848,Porto,0,0
83,A49,2017/2018,7,3,71977,Masculino,Portugal,Portugal,Licenciatura,Porto,4.0,5.0,3.0,5,5.0,5.0,4.5,5.0,3.6500000000000004,4.0,4.0,4.0,5.0,5,5.0,3.5,5,5,5.0,4.0,5.0,4.0,5.0,5,5,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,6.0,4.0,0.0,2.0,9.0,3.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.015957446808510637,0.012096774193548387,0.028846153846153848,0.019230769230769232,0.0,0.015957446808510637,0.03609625668449198,0.014423076923076924,0.14260792449506166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14260792449506166,Porto,0,0
84,A49,2017/2018,7,3,111975,Feminino,Portugal,Portugal,Licenciatura,Porto,4.0,3.0,5.0,4.0,5,5.0,2.5,3.5,3.0,4.0,5.0,5.0,4.0,4.0,5.0,4.5,3.0,3.95,5.0,5,4.0,3.0,4.0,5.0,3.0,5.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,2.0,5.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.004807692307692308,0.009615384615384616,0.0,0.015957446808510637,0.008021390374331552,0.02403846153846154,0.06244037564438065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06244037564438065,Porto,0,0
85,A49,2017/2018,7,3,82012,Masculino,Portugal,Portugal,Básico (3º ciclo),Porto,4.0,5.0,3.0,5.0,4.0,4.0,4.0,4.0,4.2,3.0,5.0,2.0,4.0,5.0,3.0,4.0,3.0,5,5,4.0,3.0,3.0,5,5,4.5,3.0,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,5.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.007978723404255319,0.024193548387096774,0.004807692307692308,0.0,0.0,0.0,0.020053475935828877,0.004807692307692308,0.06184113234256559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06184113234256559,Porto,0,0
86,A49,2017/2018,7,1,52020,Masculino,Portugal,Portugal,Básico (3º ciclo),Porto,2.0,3.0,2.0,1.0,2.0,5.0,2.0,2.5,1.9500000000000002,1.0,4.0,2.0,3.0,4.0,5.0,4.0,4.0,2.15,4.0,4.0,4.0,3.0,3.0,5.0,3.0,2.0,3.5,0.2,0.1,0.0,0.5,0.125,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.015957446808510637,0.0,0.0,0.0,0.015957446808510637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015957446808510637,Porto,0,0
87,A49,2017/2018,7,3,82033,Masculino,Portugal,Portugal,Licenciatura,Porto,5.0,4.0,4.0,5.0,5.0,3.0,2.5,3.0,4.95,3.0,3.0,4.0,3.0,3.0,3.0,4.0,2.5,3.85,3.0,3.0,4.0,3.0,5.0,5,5.0,3.0,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.009615384615384616,0.0,0.0,0.008021390374331552,0.009615384615384616,0.027252159605100783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027252159605100783,Porto,0,0
88,A49,2017/2018,7,3,112016,Masculino,Portugal,Portugal,Básico (3º ciclo),Porto,4.0,5.0,2.0,2.0,5.0,4.0,2.5,2.5,4.2,3.0,3.0,2.0,4.0,3.0,3.0,4.0,4.0,2.3,4.0,3.0,4.0,2.0,4.0,5.0,4.0,4.5,3.55,0.1,0.1,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,8.0,10.0,13.0,3.0,0.0,12.0,3.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0967741935483871,0.04807692307692308,0.0625,0.023936170212765957,0.0,0.0481283422459893,0.014423076923076924,0.29383870600714235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29383870600714235,Porto,0,0
89,A49,2017/2018,7,1,21986,Masculino,Portugal,Portugal,Básico (3º ciclo),Porto,3.0,5.0,4.0,3.0,3.0,3.0,3.5,2.5,3.0,3.0,4.0,3.0,2.0,2.0,4.0,2.0,2.5,4.05,3.0,5.0,4.0,3.0,3.0,3.5,2.0,4.0,3.15,0.3,0.2,0.09090909090909091,0.5,0.25,0.5,0.125,0.5,0.0,2.0,1.0,5.0,7.0,0.0,2.0,6.0,4.0,27.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,29.0,0.015957446808510637,0.012096774193548387,0.02403846153846154,0.03365384615384615,0.0,0.015957446808510637,0.02406417112299465,0.019230769230769232,0.14499891585664124,0.0,0.0,0.0,0.004807692307692308,0.007978723404255319,0.0,0.0,0.0,0.012786415711947626,0.15778533156858887,Porto,0,0
90,A49,2017/2018,7,3,22017,Feminino,Portugal,Portugal,Básico (2º ciclo),Porto,4.0,5.0,4.0,3.0,4.0,2.0,4.0,2.5,3.45,3.0,3.0,4.0,2.0,3.0,2.0,2.0,2.5,3.55,5.0,3.0,2.0,3.0,5.0,3.5,2.0,4.5,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,4.0,0.0,3.0,4.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.012096774193548387,0.02403846153846154,0.0,0.031914893617021274,0.0,0.012032085561497326,0.019230769230769232,0.09931298414129776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09931298414129776,Porto,0,0
91,A49,2017/2018,7,3,12011,Masculino,Portugal,Portugal,Licenciatura,Porto,4.0,4.0,3.0,2.0,5.0,2.0,3.0,3.0,4.7,3.0,4.0,4.0,3.0,4.0,5.0,3.0,4.0,4.1,4.0,5.0,4.0,5.0,3.0,5.0,5.0,5.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,4.0,2.0,4.0,0.0,13.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,0.0,0.0,0.009615384615384616,0.004807692307692308,0.031914893617021274,0.015957446808510637,0.016042780748663103,0.0,0.07833819809727194,0.0,0.012096774193548387,0.0,0.0,0.0,0.0,0.0,0.0,0.012096774193548387,0.09043497229082033,Porto,0,0
92,A49,2017/2018,7,3,42026,Masculino,Portugal,Portugal,Licenciatura,Porto,5.0,3.0,4.0,3.0,4.0,4.0,3.5,2.5,4.7,3.0,3.0,3.0,2.0,3.0,4.0,4.0,3.5,2.75,4.0,3.0,4.0,3.0,4.0,5,5.0,3.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Porto,0,0
93,A49,2017/2018,7,1,122020,Feminino,Portugal,Portugal,Básico (3º ciclo),Porto,4.0,3.0,2.0,2.0,3.0,5.0,3.5,4.5,2.6,4.0,3.0,2.0,3.0,5.0,4.0,3.5,4.5,3.6,4.0,5.0,2.0,3.0,5.0,3.5,3.0,4.5,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,4.0,0.0,2.0,1.0,0.0,13.0,1.0,1.0,4.0,4.0,0.0,4.0,2.0,0.0,16.0,29.0,0.007978723404255319,0.0,0.02403846153846154,0.019230769230769232,0.0,0.015957446808510637,0.004010695187165776,0.0,0.0712160961691625,0.007978723404255319,0.012096774193548387,0.019230769230769232,0.019230769230769232,0.0,0.031914893617021274,0.008021390374331552,0.0,0.09847332005069499,0.1696894162198575,Porto,0,0
94,A49,2017/2018,7,1,92019,Masculino,Portugal,Portugal,Secundário,Porto,2.0,4.0,1.0,1.0,5.0,3.0,3.0,2.5,1.4500000000000002,1.0,2.0,3.0,2.0,3.0,1.0,4.0,4.0,3.6,3.0,2.0,3.0,2.0,5.0,4.0,2.0,3.0,2.9,0.5,0.4,0.18181818181818182,1.0,0.375,1.0,0.25,1.0,0.0,1.0,4.0,9.0,4.0,0.0,9.0,6.0,4.0,37.0,1.0,1.0,5.0,2.0,0.0,0.0,1.0,3.0,13.0,50.0,0.007978723404255319,0.04838709677419355,0.04326923076923077,0.019230769230769232,0.0,0.07180851063829788,0.02406417112299465,0.019230769230769232,0.23396927117051064,0.007978723404255319,0.012096774193548387,0.02403846153846154,0.009615384615384616,0.0,0.0,0.004010695187165776,0.014423076923076924,0.07216311586189256,0.3061323870324032,Porto,0,0
95,A49,2017/2018,7,3,21984,Masculino,Portugal,Portugal,Formação Desconhecida,Porto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,13.0,28.0,33.0,20.0,14.0,21.0,29.0,160.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015957446808510637,0.15725806451612903,0.1346153846153846,0.15865384615384615,0.1595744680851064,0.11170212765957446,0.08422459893048129,0.13942307692307693,0.9614090136921094,0.9614090136921094,Porto,0,0
96,A49,2017/2018,7,3,62004,Feminino,Portugal,Portugal,Secundário,Porto,2.0,3.0,2.0,3.0,4.0,4.0,4.0,2.0,4.1,3.0,3.0,3.0,2.0,4.0,3.0,4.5,2.0,2.35,5.0,5.0,3.0,3.0,4.0,3.0,4.5,2.0,3.35,0.1,0.1,0.09090909090909091,0.5,0.0,0.5,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.012096774193548387,0.0,0.0,0.0,0.0,0.0,0.0,0.012096774193548387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012096774193548387,Porto,0,0
